Name,Rarity,Price
Spheal,Common,$0.28 
Strange Cave,Uncommon,$0.62 
Tentacool,Common,$0.27 
Torkoal,Rare,$0.85 
Vibrava,Uncommon,$0.59 
Voltorb,Common,$0.31 
Wailord,Holo Rare,$7.16 
Weepinbell,Uncommon,$0.41 
Wurmple,Common,$0.29 
Abra,Common,$1.12 
Arcanine,Uncommon,$2.27 
Beedrill,Rare,$2.90 
Bulbasaur,Common,$2.81 
Caterpie,Common,$0.74 
Charizard,Holo Rare,$399.99 
Charmeleon,Uncommon,$1.44 
Dark Dragonair,Uncommon,$2.19 
Dark Persian,Holo Rare,$20.95 
Dark Slowbro,Holo Rare,$21.61 
Dark Wartortle,Uncommon,$1.91 
Dodrio,Uncommon,$1.30 
Dratini,Common,$0.72 
Eevee,Common,$2.24 
Energy Retrieval,Uncommon,$0.49 
Exeggutor,Rare,$1.93 
Flareon,Holo Rare,$45.37 
Gastly,Common,$0.98 
Geodude,Common,$0.35 
Golem,Rare,$3.99 
Grimer,Common,$0.61 
Gyarados,Holo Rare,$20.19 
Hitmonlee,Holo Rare,$16.94 
Ivysaur,Uncommon,$3.57 
Jynx,Rare,$2.09 
Kabutops,Rare,$4.82 
Kakuna,Uncommon,$1.40 
Machoke,Uncommon,$1.69 
Magikarp,Uncommon,$2.28 
Magneton,Rare,$1.67 
Meowth,Uncommon,$2.53 
Mewtwo,Rare,$20.82 
Muk,Holo Rare,$12.93 
Nidoking,Rare,$5.48 
Nidoran F,Common,$0.42 
Nidorina,Uncommon,$1.42 
Ninetales,Holo Rare,$10.23 
Omastar,Uncommon,$2.00 
Pidgeot,Rare,$4.89 
Pidgey,Common,$0.63 
Pokemon Breeder,Rare,$3.90 
Ponyta,Common,$0.48 
Potion Energy,Uncommon,$0.81 
Psyduck,Common,$1.62 
Raticate,Uncommon,$1.06 
Rhydon,Rare,$3.31 
Sandshrew,Common,$0.37 
Scoop Up,Rare,$6.28 
Seel,Common,$0.43 
Snorlax,Uncommon,$5.34 
Squirtle,Common,$2.49 
Tentacool,Common,$0.49 
The Boss's Way,Uncommon,$0.58 
Voltorb,Common,$0.61 
Weedle,Common,$0.64 
Alakazam,Holo Rare,$17.33 
Articuno,Holo Rare,$37.09 
Bill,Common,$0.58 
Butterfree,Rare,$3.15 
Challenge!,Uncommon,$0.81 
Charmander,Common,$1.98 
Dark Blastoise,Holo Rare,$49.17 
Dark Dragonite,Holo Rare,$74.99 
Dark Raichu,Holo Rare,$34.40 
Dark Vaporeon,Holo Rare,$43.82 
Dewgong,Uncommon,$1.04 
Doduo,Common,$0.50 
Drowzee,Common,$0.34 
Electrode,Rare,$2.05 
Exeggcute,Common,$0.50 
Fearow,Uncommon,$1.50 
Full Heal Energy,Uncommon,$0.99 
Gengar,Holo Rare,$22.10 
Golduck,Uncommon,$1.41 
Graveler,Uncommon,$1.21 
Growlithe,Uncommon,$2.65 
Haunter,Uncommon,$3.05 
Hypno,Rare,$3.55 
Jolteon,Holo Rare,$44.12 
Kabuto,Uncommon,$1.52 
Kadabra,Uncommon,$3.32 
Machamp,Holo Rare,$19.62 
Machop,Common,$0.44 
Magnemite,Common,$0.47 
Mankey,Common,$0.35 
Metapod,Uncommon,$1.14 
Moltres,Rare,$5.66 
Mysterious Fossil,Common,$0.74 
Nidoqueen,Rare,$5.26 
Nidoran M,Common,$0.69 
Nidorino,Uncommon,$1.95 
Omanyte,Uncommon,$1.23 
Onix,Common,$0.41 
Pidgeotto,Rare,$3.69 
Pikachu,Common,$3.05 
Pokemon Trader,Rare,$2.20 
Potion,Common,$0.30 
Primeape,Uncommon,$0.93 
Rapidash,Uncommon,$1.42 
Rattata,Common,$0.38 
Rhyhorn,Common,$0.45 
Sandslash,Uncommon,$1.10 
Seadra,Uncommon,$1.21 
Slowpoke,Common,$0.81 
Spearow,Common,$0.41 
Tauros,Uncommon,$1.38 
Tentacruel,Uncommon,$1.93 
Venusaur,Holo Rare,$45.05 
Vulpix,Common,$1.00 
Zapdos,Holo Rare,$12.51 
Aerodactyl,Rare,$1.62 
Aipom (51),Common,$0.36 
Articuno,Holo Rare,$22.10 
Bronzor,Common,$0.25 
Burmy Sandy Cloak,Common,$0.25 
Chatot,Common,$0.84 
Chimchar (57),Common,$0.70 
Combee,Common,$0.26 
Croagunk,Common,$0.24 
Darkrai,Holo Rare,$10.82 
Dialga,Holo Rare,$13.54 
Drifloon,Common,$0.37 
Eevee (62),Common,$1.83 
Electrike,Common,$0.23 
Energy Restore,Uncommon,$0.21 
Espeon,Rare,$6.49 
Flareon,Rare,$5.05 
Garchomp Lv.X,Ultra Rare,$112.06 
Glaceon (5),Holo Rare,$28.28 
Glameow,Common,$0.32 
Health Energy,Uncommon,$0.75 
Hippopotas,Common,$0.37 
Infernape,Rare,$3.32 
Kabuto,Common,$0.42 
Kangaskhan,Uncommon,$0.52 
Leafeon (7),Holo Rare,$34.71 
Lickitung,Uncommon,$0.39 
Manectric,Uncommon,$0.24 
Mewtwo,Holo Rare,$32.62 
Moltres,Holo Rare,$11.99 
Monferno,Uncommon,$0.53 
Munchlax,Common,$1.93 
Omanyte,Common,$0.50 
Pachirisu,Uncommon,$0.72 
Phione (12),Holo Rare,$4.96 
Pikachu,Common,$1.54 
Piplup (72),Common,$0.91 
Poke Ball,Uncommon,$0.65 
Prinplup,Uncommon,$0.56 
Raichu,Uncommon,$1.10 
Rotom,Holo Rare,$6.47 
Scyther,Uncommon,$1.00 
Spearow,Common,$0.30 
Starly,Common,$0.25 
Sudowoodo,Uncommon,$0.72 
Torterra,Rare,$0.99 
Turtwig (77),Common,$0.29 
Umbreon,Rare,$9.12 
Unown [Q],Uncommon,$7.51 
Warp Point,Common,$0.59 
Aipom (50),Common,$0.48 
Ambipom,Uncommon,$0.48 
Bronzong,Rare,$1.08 
Buneary,Common,$0.50 
Call Energy,Uncommon,$18.04 
Chimchar (56),Common,$0.72 
Chingling,Common,$0.85 
Cresselia,Holo Rare,$11.89 
Darkness Energy (Special),Uncommon,$0.75 
Dawn Stadium,Uncommon,$3.12 
Dome Fossil,Common,$0.61 
Dusk Ball,Uncommon,$0.27 
Eevee (63),Common,$1.50 
Empoleon,Rare,$1.49 
Energy Search,Common,$0.32 
Fearow,Uncommon,$0.26 
Fossil Excavator,Uncommon,$0.51 
Glaceon (20),Rare,$6.00 
Glaceon Lv.X,Ultra Rare,$141.94 
Grotle,Uncommon,$0.55 
Helix Fossil,Common,$0.25 
Hippowdon,Rare,$0.93 
Jolteon,Rare,$2.44 
Kabutops,Holo Rare,$8.20 
Leafeon (24),Rare,$10.07 
Leafeon Lv.X,Ultra Rare,$249.97 
Manaphy,Holo Rare,$3.97 
Metal Energy (Special),Uncommon,$0.74 
Minun,Rare,$2.23 
Mom's Kindness,Uncommon,$0.29 
Mothim,Uncommon,$0.59 
Old Amber,Uncommon,$0.32 
Omastar,Rare,$1.20 
Palkia,Holo Rare,$22.76 
Phione (27),Rare,$2.20 
Piplup (71),Common,$0.57 
Plusle,Rare,$0.78 
Porygon-Z Lv.X,Ultra Rare,$112.51 
Quick Ball,Uncommon,$1.27 
Recover Energy,Uncommon,$0.87 
Scizor,Rare,$3.89 
Shellos East Sea,Common,$0.25 
Staravia,Uncommon,$0.33 
Stunky,Common,$0.50 
Super Scoop Up,Uncommon,$1.11 
Toxicroak,Rare,$1.07 
Turtwig (78),Uncommon,$0.88 
Unown [P],Rare,$1.86 
Vaporeon,Rare,$7.13 
Zapdos,Holo Rare,$10.68 
Alomomola,Promo,$2.23 
Blitzle,Promo,$2.42 
Maractus,Promo,$2.06 
Oshawott,Promo,$4.61 
Sandile,Promo,$1.78 
Tepig,Promo,$3.75 
Audino,Promo,$2.29 
Klink,Promo,$1.73 
Munna,Promo,$1.40 
Pidove,Promo,$1.97 
Snivy,Promo,$2.32 
Zorua,Promo,$3.25 
Axew,Promo,$6.04 
Drilbur,Promo,$4.73 
Emolga,Promo,$6.97 
Pansage,Promo,$5.19 
Purrloin,Promo,$4.08 
Servine,Promo,$3.26 
Dewott,Promo,$3.90 
Dwebble,Promo,$9.69 
Klang,Promo,$2.17 
Pignite,Promo,$7.29 
Scraggy,Promo,$4.95 
Woobat,Promo,$1.75 
Abomasnow,Rare,$0.86 
Aggron,Holo Rare,$5.03 
Alakazam,Holo Rare,$14.96 
Ariados,Rare,$0.53 
Aron,Common,$0.94 
Barboach,Common,$0.21 
Bayleef,Uncommon,$0.64 
Bidoof,Common,$0.34 
Bronzong,Holo Rare,$2.04 
Buizel,Common,$0.24 
Chansey,Common,$0.47 
Chimecho,Rare,$0.75 
Cranidos,Uncommon,$0.41 
Crobat,Rare,$1.02 
Cyndaquil,Common,$0.69 
Dewgong,Uncommon,$0.36 
Doduo,Common,$0.18 
Dusk Ball,Uncommon,$0.32 
Electrike,Common,$0.27 
Exeggutor,Rare,$0.86 
Finneon,Common,$0.21 
Gabite,Uncommon,$0.55 
Geodude,Common,$0.26 
Girafarig,Uncommon,$0.42 
Golbat,Uncommon,$0.35 
Gyarados,Rare,$4.53 
Honchkrow,Holo Rare,$4.52 
Kricketune,Rare,$0.42 
Lake Boundary,Uncommon,$0.44 
Lucario Lv.X,Ultra Rare,$47.33 
Magby,Common,$0.65 
Magmar,Uncommon,$0.37 
Magmortar Lv.X,Ultra Rare,$32.46 
Mantine,Rare,$0.53 
Meganium,Holo Rare,$7.70 
Metal Energy (Special),Uncommon,$0.68 
Multi Energy,Rare,$2.49 
Nidoqueen,Rare,$0.99 
Nidorina,Uncommon,$0.51 
Ninetales,Rare,$2.75 
Paras,Common,$0.25 
Pichu,Common,$2.44 
Pupitar,Uncommon,$0.45 
Quilava,Uncommon,$0.71 
Rampardos,Rare,$1.59 
Sandshrew,Common,$0.30 
Sealeo,Uncommon,$0.29 
Shieldon,Uncommon,$0.31 
Skull Fossil,Common,$0.20 
Slakoth,Common,$0.44 
Snover,Common,$0.22 
Spinarak,Common,$0.19 
Surskit,Common,$0.24 
Teddiursa,Common,$0.42 
Totodile,Common,$0.33 
Tropius,Uncommon,$0.31 
Tyranitar,Holo Rare,$13.75 
Unown [I],Rare,$0.56 
Unown [T],Uncommon,$0.34 
Uxie,Holo Rare,$8.24 
Vulpix,Common,$0.58 
Whiscash,Rare,$0.92 
Abra,Common,$1.34 
Aipom,Common,$0.30 
Ambipom,Holo Rare,$2.32 
Armor Fossil,Common,$0.20 
Azelf,Holo Rare,$5.32 
Bastiodon,Rare,$0.73 
Bebe's Search,Uncommon,$0.37 
Blissey,Holo Rare,$4.17 
Bronzor,Common,$0.25 
Celebi,Holo Rare,$12.66 
Chikorita,Common,$0.58 
Chingling,Uncommon,$1.25 
Croagunk,Common,$0.28 
Croconaw,Uncommon,$1.04 
Darkness Energy (Special),Uncommon,$0.47 
Dodrio,Uncommon,$0.22 
Dunsparce,Uncommon,$0.27 
Electivire Lv.X,Ultra Rare,$25.57 
Exeggcute,Common,$0.29 
Feraligatr,Holo Rare,$6.87 
Fossil Excavator,Uncommon,$0.27 
Garchomp,Holo Rare,$8.69 
Gible,Common,$0.20 
Glalie,Rare,$0.75 
Graveler,Uncommon,$0.26 
Happiny,Uncommon,$0.76 
Kricketot,Common,$0.20 
Lairon,Uncommon,$0.58 
Larvitar,Common,$0.29 
Lumineon,Holo Rare,$4.16 
Magikarp,Common,$0.50 
Magmortar,Holo Rare,$7.68 
Manectric,Rare,$0.43 
Masquerain,Uncommon,$0.25 
Mesprit,Holo Rare,$8.15 
Mr. Mime,Rare,$1.02 
Murkrow,Common,$0.29 
Nidoran F,Common,$0.39 
Night Maintenance,Uncommon,$0.62 
Octillery,Uncommon,$0.29 
Parasect,Uncommon,$0.35 
Pikachu,Common,$3.65 
Quick Ball,Uncommon,$1.77 
Raichu,Holo Rare,$9.61 
Remoraid,Common,$0.25 
Sandslash,Uncommon,$0.42 
Seel,Common,$0.45 
Shinx,Common,$0.36 
Slaking,Rare,$0.88 
Snorunt,Common,$0.25 
Spheal,Common,$0.24 
Sudowoodo,Rare,$0.52 
Team Galactic's Wager,Uncommon,$0.47 
Time-Space Distortion,Holo Rare,$44.32 
Toxicroak,Rare,$0.55 
Typhlosion,Holo Rare,$15.54 
Unown [E],Uncommon,$0.27 
Unown [M],Uncommon,$0.63 
Ursaring,Rare,$0.78 
Vigoroth,Uncommon,$0.27 
Walrein,Rare,$0.55 
Zubat,Common,$0.36 
Broken Ground Gym,Rare,$10.01 
Counterattack Claws,Uncommon,$2.58 
Dark Ampharos,Holo Rare,$92.48 
Dark Crobat,Holo Rare,$109.96 
Dark Donphan,Holo Rare,$27.70 
Dark Exeggcutor,Uncommon,$7.53 
Dark Flaaffy,Uncommon,$10.83 
Dark Gengar,Holo Rare,$350.59 
Dark Houndoom,Holo Rare,$90.00 
Dark Octillery,Common,$2.24 
Dark Omastar,Rare,$19.99 
Dark Pupitar,Uncommon,$9.18 
Dark Scizor,Holo Rare,$116.47 
Dark Typhlosion,Holo Rare,$142.54 
Dark Ursaring,Rare,$12.18 
Dratini,Common,$4.34 
Energy Stadium,Uncommon,$4.45 
EXP.ALL,Rare,$9.99 
Girafarig,Common,$2.53 
Growlithe,Common,$3.98 
Heracross,Uncommon,$8.24 
Hitmonlee,Uncommon,$7.24 
Impostor Professor Oak's Invention,Rare,$7.93 
Larvitar,Common,$3.91 
Light Arcanine,Holo Rare,$282.99 
Light Dewgong,Uncommon,$6.60 
Light Dragonite,Holo Rare,$699.99 
Light Golduck,Uncommon,$6.51 
Light Lanturn,Rare,$7.76 
Light Machamp,Rare,$18.55 
Light Ninetales,Uncommon,$23.05 
Light Slowbro,Uncommon,$16.63 
Light Togetic,Holo Rare,$203.30 
Light Venomoth,Uncommon,$5.51 
Lucky Stadium,Uncommon,$5.91 
Magnifier,Uncommon,$3.26 
Mantine,Common,$1.45 
Miracle Energy,Holo Rare,$18.99 
Pineco,Common,$1.25 
Porygon,Common,$2.24 
Radio Tower,Rare,$8.99 
Scyther,Uncommon,$12.20 
Shining Celebi,Secret Rare,$355.99 
Shining Kabutops,Secret Rare,$336.91 
Shining Noctowl,Secret Rare,$159.30 
Shining Steelix,Secret Rare,$551.87 
Slugma,Common,$2.00 
Swinub,Common,$2.04 
Thought Wave Machine (Rocket's Secret Machine),Rare,$7.72 
Totodile,Common,$5.38 
Unown [G],Rare,$11.92 
Unown [L],Common,$1.69 
Unown [Q],Uncommon,$5.17 
Unown [T],Common,$1.47 
Unown [W],Rare,$8.49 
Unown [Z],Uncommon,$5.03 
Vulpix,Common,$4.58 
Chansey,Uncommon,$12.79 
Cyndaquil,Common,$6.36 
Dark Ariados,Rare,$18.99 
Dark Croconaw,Uncommon,$16.63 
Dark Espeon,Holo Rare,$658.20 
Dark Feraligatr,Holo Rare,$149.97 
Dark Forretress,Uncommon,$4.74 
Dark Haunter,Uncommon,$17.10 
Dark Magcargo,Rare,$15.24 
Dark Omanyte,Uncommon,$5.31 
Dark Porygon2,Holo Rare,$85.63 
Dark Quilava,Uncommon,$14.55 
Dark Slowking,Rare,$20.48 
Dark Tyranitar,Holo Rare,$199.99 
Dark Wigglytuff,Uncommon,$10.43 
Energy Amplifier,Uncommon,$1.94 
Exeggcute,Common,$1.54 
Gastly,Common,$2.55 
Gligar,Common,$1.97 
Heal Powder,Common,$1.49 
Hitmonchan,Common,$4.77 
Houndour,Uncommon,$5.06 
Jigglypuff,Uncommon,$12.10 
Ledyba,Common,$1.88 
Light Azumarill,Holo Rare,$74.12 
Light Dragonair,Rare,$61.77 
Light Flareon,Uncommon,$40.16 
Light Jolteon,Uncommon,$58.55 
Light Ledian,Rare,$11.86 
Light Machoke,Uncommon,$7.66 
Light Piloswine,Rare,$11.94 
Light Sunflora,Common,$2.10 
Light Vaporeon,Uncommon,$33.27 
Light Wigglytuff,Uncommon,$10.79 
Machop,Common,$2.07 
Mail from Bill,Common,$1.17 
Mareep,Common,$1.93 
Phanpy,Common,$2.44 
Pokemon Personality Test,Uncommon,$7.42 
Psyduck,Common,$3.79 
Remoraid,Common,$1.45 
Seel,Common,$1.87 
Shining Charizard,Secret Rare,"$1,449.99 "
Shining Mewtwo,Secret Rare,"$1,100.00 "
Shining Raichu,Secret Rare,$499.99 
Shining Tyranitar,Secret Rare,$749.99 
Sunkern,Common,$0.84 
Team Rocket's Evil Deeds,Uncommon,$4.65 
Togepi,Uncommon,$18.37 
Unown [C],Uncommon,$7.10 
Unown [H],Rare,$20.24 
Unown [P],Uncommon,$4.12 
Unown [S],Common,$1.70 
Unown [V],Common,$1.71 
Unown [X],Rare,$26.55 
Venonat,Common,$1.76 
Beedrill,Rare,$16.17 
Caterpie,Common,$1.02 
Dunsparce,Common,$1.26 
Energy Ark,Common,$0.80 
Espeon (20),Rare,$64.52 
Forretress (21),Rare,$12.29 
Hitmontop (22),Rare,$14.60 
Hoppip,Common,$0.93 
Houndoom (4),Holo Rare,$199.25 
Houndour (39),Uncommon,$3.39 
Hyper Devolution Spray,Uncommon,$2.07 
Kabuto,Common,$1.40 
Kabutops (6),Holo Rare,$185.27 
Larvitar,Common,$1.18 
Magnemite (7),Holo Rare,$90.97 
Metapod,Uncommon,$2.38 
Omanyte,Common,$1.18 
Pineco,Common,$1.14 
Politoed (8),Holo Rare,$150.12 
Poliwhirl,Uncommon,$2.62 
Poliwrath (9),Holo Rare,$71.80 
Ruin Wall,Uncommon,$1.83 
Scizor (29),Rare,$31.09 
Sentret,Common,$0.91 
Smeargle (30),Rare,$15.62 
Teddiursa,Common,$1.31 
Tyranitar (31),Rare,$69.99 
Umbreon (13),Holo Rare,$699.98 
Unown [A] (14),Holo Rare,$153.41 
Unown [D],Uncommon,$1.75 
Unown [F],Uncommon,$2.70 
Unown [M],Uncommon,$2.36 
Unown [O],Common,$0.95 
Ursaring (15),Holo Rare,$80.74 
Weedle,Common,$1.01 
Wobbuffet (35),Rare,$16.36 
Xatu,Uncommon,$1.97 
Yanma (36),Rare,$16.18 
Butterfree,Rare,$14.38 
Corsola,Uncommon,$3.70 
Eevee,Uncommon,$15.86 
Espeon (1),Holo Rare,$309.33 
Forretress (2),Holo Rare,$72.95 
Fossil Egg,Uncommon,$1.51 
Hitmontop (3),Holo Rare,$84.50 
Houndoom (23),Rare,$24.99 
Houndour (24),Rare,$24.18 
Houndour (5),Holo Rare,$120.00 
Igglybuff,Uncommon,$5.02 
Kabutops (25),Rare,$26.37 
Kakuna,Uncommon,$1.48 
Magnemite (26),Rare,$9.24 
Mareep,Common,$1.08 
Natu,Common,$0.74 
Omastar,Uncommon,$3.94 
Politoed (27),Rare,$27.57 
Poliwag,Common,$0.95 
Poliwrath (28),Rare,$15.23 
Pupitar,Uncommon,$3.60 
Scizor (10),Holo Rare,$97.50 
Scyther,Uncommon,$4.90 
Smeargle (11),Holo Rare,$126.60 
Spinarak,Common,$0.91 
Tyranitar (12),Holo Rare,$287.50 
Tyrogue,Common,$1.76 
Umbreon (32),Rare,$82.00 
Unown [A] (33),Rare,$23.32 
Unown [E],Common,$1.00 
Unown [I],Common,$1.03 
Unown [N],Uncommon,$2.21 
Unown [U],Uncommon,$2.47 
Ursaring (34),Rare,$23.74 
Wobbuffet (16),Holo Rare,$61.49 
Wooper,Common,$1.13 
Yanma (17),Holo Rare,$149.94 
Aipom,Uncommon,$2.97 
Arcade Game,Rare,$3.81 
Azumarill,Holo Rare,$40.06 
Bayleef (29),Uncommon,$3.13 
Berry,Common,$0.46 
Card-Flip Game,Uncommon,$1.19 
Chikorita (54),Common,$2.78 
Clefairy,Uncommon,$3.21 
Croconaw (31),Uncommon,$4.44 
Cyndaquil (56),Common,$5.39 
Darkness Energy (Special),Rare,$9.11 
Double Gust,Common,$1.44 
Electabuzz,Uncommon,$2.56 
Energy Charge,Rare,$2.39 
Feraligatr (5),Holo Rare,$100.00 
Fire Energy,Common,$0.49 
Focus Band,Rare,$13.51 
Girafarig,Common,$1.11 
Gloom,Uncommon,$2.58 
Granbull,Uncommon,$1.84 
Heracross,Holo Rare,$70.45 
Hoppip,Common,$1.08 
Jumpluff,Holo Rare,$31.86 
Lanturn,Uncommon,$1.94 
Ledyba,Common,$0.83 
Lugia,Holo Rare,"$1,001.40 "
Magmar,Uncommon,$2.98 
Mareep,Common,$1.36 
Mary,Rare,$3.47 
Meganium (11),Holo Rare,$177.85 
Miltank,Uncommon,$3.42 
Moo-Moo Milk,Common,$0.77 
Natu,Common,$1.11 
Noctowl,Uncommon,$6.05 
Onix,Common,$1.41 
Pichu,Holo Rare,$145.21 
Piloswine,Uncommon,$2.11 
Pokemon March,Common,$0.73 
Psychic Energy,Common,$0.99 
Quilava (46),Uncommon,$6.43 
Recycle Energy,Rare,$8.85 
Sentret,Common,$0.92 
Skarmory,Holo Rare,$38.40 
Slowking,Holo Rare,$113.57 
Sneasel,Rare,$6.27 
Spinarak,Common,$0.98 
Stantler,Common,$1.07 
Sudowoodo,Common,$1.62 
Sunkern,Common,$1.04 
Super Rod,Common,$0.63 
Swinub,Common,$0.88 
Togepi,Uncommon,$13.19 
Totodile (80),Common,$4.07 
Typhlosion (17),Holo Rare,$480.39 
Water Energy,Common,$0.64 
Xatu,Uncommon,$2.14 
Ampharos,Holo Rare,$45.03 
Ariados,Uncommon,$1.77 
Bayleef (28),Uncommon,$4.78 
Bellossom,Holo Rare,$30.96 
Bill's Teleporter,Uncommon,$1.35 
Chikorita (53),Common,$3.83 
Chinchou,Common,$0.99 
Cleffa,Rare,$22.74 
Croconaw (32),Uncommon,$4.89 
Cyndaquil (57),Common,$4.60 
Donphan,Rare,$6.54 
Ecogym,Rare,$4.22 
Elekid,Rare,$8.20 
Feraligatr (4),Holo Rare,$149.32 
Fighting Energy,Common,$0.77 
Flaaffy,Uncommon,$4.21 
Furret,Uncommon,$2.47 
Gligar,Common,$1.14 
Gold Berry,Uncommon,$5.28 
Grass Energy,Common,$0.53 
Hoothoot,Common,$1.18 
Horsea,Common,$1.24 
Kingdra,Holo Rare,$35.85 
Ledian,Uncommon,$2.11 
Lightning Energy,Common,$0.93 
Magby,Rare,$6.67 
Mantine,Common,$1.16 
Marill,Common,$1.17 
Meganium (10),Holo Rare,$90.37 
Metal Energy (Special),Holo Rare,$31.56 
Miracle Berry,Uncommon,$1.05 
Murkrow,Rare,$4.82 
New Pokedex,Uncommon,$1.02 
Oddish,Common,$0.86 
Phanpy,Uncommon,$2.51 
Pikachu,Common,$9.99 
PokeGear,Rare,$2.48 
Professor Elm,Uncommon,$3.37 
Quagsire,Uncommon,$3.55 
Quilava (47),Uncommon,$6.27 
Seadra,Uncommon,$2.03 
Shuckle,Common,$1.43 
Skiploom,Uncommon,$1.56 
Slowpoke,Common,$1.54 
Snubbull,Common,$0.84 
Sprout Tower,Uncommon,$1.65 
Steelix,Holo Rare,$67.70 
Sunflora,Uncommon,$2.94 
Super Energy Retrieval,Rare,$3.24 
Super Scoop Up,Uncommon,$1.61 
Time Capsule,Rare,$2.73 
Togetic,Holo Rare,$62.09 
Totodile (81),Common,$3.49 
Typhlosion (18),Holo Rare,$150.22 
Wooper,Common,$0.90 
Aerodactyl,Rare,$16.09 
Ampharos,Holo Rare,$44.99 
Blissey,Holo Rare,$85.00 
Celebi (3),Holo Rare,$132.79 
Crobat,Holo Rare,$32.98 
Entei (17),Rare,$38.00 
Farfetch'd,Common,$1.41 
Geodude,Common,$1.65 
Goldeen,Common,$1.58 
Healing Field,Uncommon,$1.72 
Ho-oh (7),Holo Rare,$400.99 
Jumpluff,Holo Rare,$54.98 
Kingdra,Rare,$14.04 
Lugia,Rare,$63.32 
Magneton,Holo Rare,$38.38 
Murkrow,Common,$1.34 
Old Rod,Common,$0.66 
Parasect,Uncommon,$1.86 
Pokemon Breeder Fields,Uncommon,$1.87 
Quagsire,Common,$2.12 
Raichu,Rare,$15.63 
Raikou (22),Rare,$36.36 
Rocket's Hideout,Uncommon,$2.56 
Shining Gyarados,Secret Rare,$899.99 
Shuckle,Common,$1.59 
Skiploom,Common,$1.45 
Smoochum,Common,$1.28 
Snubbull,Common,$1.13 
Starmie,Rare,$8.82 
Sudowoodo,Rare,$7.99 
Suicune (27),Rare,$66.90 
Unown [B],Uncommon,$1.90 
Unown [Y],Uncommon,$2.29 
Aipom,Common,$1.61 
Balloon Berry,Uncommon,$1.15 
Celebi (16),Rare,$27.96 
Chinchou,Common,$1.04 
Delibird,Holo Rare,$56.45 
Entei (6),Holo Rare,$209.01 
Flaaffy,Uncommon,$3.32 
Golbat,Uncommon,$2.02 
Graveler,Uncommon,$2.35 
Ho-oh (18),Rare,$29.74 
Houndoom,Holo Rare,$349.99 
Jynx,Uncommon,$3.46 
Lanturn,Uncommon,$3.19 
Magcargo,Uncommon,$2.84 
Misdreavus,Holo Rare,$64.98 
Octillery,Uncommon,$2.94 
Paras,Common,$1.20 
Piloswine,Uncommon,$2.06 
Porygon2,Holo Rare,$49.86 
Qwilfish,Common,$1.39 
Raikou (13),Holo Rare,$215.00 
Remoraid,Common,$1.36 
Seaking,Uncommon,$2.10 
Shining Magikarp,Secret Rare,$549.99 
Skarmory,Rare,$9.81 
Slugma,Common,$1.03 
Sneasel,Rare,$7.61 
Stantler,Uncommon,$1.80 
Staryu,Common,$1.79 
Suicune (14),Holo Rare,$178.07 
Swinub,Common,$1.14 
Unown [K],Common,$1.07 
Zubat,Common,$1.15 
Amoonguss,Rare,$0.41 
Arcanine (13),Uncommon,$0.51 
Basculin,Uncommon,$0.17 
Beheeyem,Rare,$0.39 
Bronzong,Rare,$0.25 
Chandelure,Holo Rare,$0.86 
Cilan,Uncommon,$1.14 
Cubchoo,Common,$0.18 
Darumaka,Common,$0.13 
Elgyem,Common,$0.14 
Emolga,Uncommon,$0.16 
Ferroseed,Common,$0.14 
Frillish,Uncommon,$0.19 
Grimer,Common,$0.13 
Growlithe (11),Common,$0.22 
Hippopotas,Common,$0.14 
Hydreigon,Secret Rare,$94.35 
Jigglypuff,Uncommon,$0.31 
Kricketot,Common,$0.17 
Kyurem EX,Ultra Rare,$3.89 
Lampent,Uncommon,$0.13 
Lapras (26),Uncommon,$0.20 
Litwick,Common,$0.14 
Luxio (44),Uncommon,$0.19 
Luxray,Holo Rare,$0.86 
Mewtwo EX,Ultra Rare,$6.33 
Mienfoo,Common,$0.13 
Minccino,Uncommon,$0.29 
Muk,Rare,$0.47 
Musharna,Rare,$2.28 
Panpour,Common,$0.13 
Pansear,Common,$0.13 
Pidove,Common,$0.12 
Pinsir,Rare,$0.29 
Prism Energy,Uncommon,$2.17 
Ralts,Common,$0.20 
Regigigas EX (99 Full Art),Ultra Rare,$46.50 
Reshiram EX,Ultra Rare,$3.47 
Riolu,Common,$0.19 
Scraggy,Uncommon,$0.18 
Shaymin EX,Ultra Rare,$6.03 
Shiftry,Rare,$0.50 
Shinx (43),Common,$0.16 
Simisage,Rare,$0.36 
Skyarrow Bridge,Uncommon,$0.13 
Starmie,Uncommon,$0.18 
Vanillish,Uncommon,$0.17 
Vanilluxe,Holo Rare,$0.65 
Wigglytuff,Rare,$0.46 
Zebstrika,Rare,$0.34 
Zekrom EX,Ultra Rare,$7.22 
Zoroark,Secret Rare,$80.63 
Arcanine (12),Rare,$0.75 
Articuno,Holo Rare,$2.67 
Beartic,Rare,$0.43 
Blitzle,Common,$0.20 
Bronzor,Common,$0.13 
Chandelure (Secret),Secret Rare,$102.39 
Cinccino,Holo Rare,$0.64 
Darmanitan,Rare,$0.93 
Double Colorless Energy,Uncommon,$0.49 
Emboar,Secret Rare,$78.15 
Exp. Share,Uncommon,$0.15 
Foongus,Common,$0.14 
Gardevoir,Holo Rare,$6.80 
Growlithe (10),Common,$0.30 
Heavy Ball,Uncommon,$0.35 
Hippowdon,Uncommon,$0.20 
Jellicent,Rare,$0.39 
Kirlia,Uncommon,$0.19 
